open_time,open,high,low,close,volume,quote_av,trades,tb_base_av,tb_quote_av,symbol
2024-01-14 15:48:00,42910.0,42947.7,42902.0,42943.2,86.983,3733322.6779,1785,63.998,2746768.2796,BTCUSDT
2024-01-14 15:49:00,42943.1,42954.4,42933.4,42935.7,114.906,4934501.625,1974,45.529,1955179.8714,BTCUSDT
2024-01-14 15:50:00,42935.6,42940.1,42916.8,42920.0,63.069,2707501.4337,1156,24.093,1034260.479,BTCUSDT
2024-01-14 15:51:00,42919.9,42932.6,42915.7,42930.8,46.741,2006124.2371,1237,24.381,1046429.9046,BTCUSDT
2024-01-14 15:52:00,42930.7,42941.9,42908.0,42933.0,129.908,5575739.0795,1910,37.645,1615963.7087,BTCUSDT
2024-01-14 15:53:00,42933.1,42942.2,42927.5,42939.2,40.441,1736319.1464,834,27.068,1162160.3178,BTCUSDT
2024-01-14 15:54:00,42939.2,42959.9,42932.4,42946.2,136.806,5875485.2871,1995,51.867,2227608.3614,BTCUSDT
2024-01-14 15:55:00,42946.8,42959.9,42945.3,42959.9,89.873,3860150.2564,1608,49.822,2139881.4722,BTCUSDT
2024-01-14 15:56:00,42959.8,42977.0,42954.6,42969.9,244.724,10514313.5252,2686,144.557,6210610.0385,BTCUSDT
2024-01-14 15:57:00,42970.0,42980.0,42970.0,42975.8,81.763,3513749.1212,1593,42.737,1836619.9414,BTCUSDT
2024-01-14 15:58:00,42975.8,42988.0,42971.5,42982.9,146.488,6296085.4847,2181,92.732,3985723.8182,BTCUSDT
2024-01-14 15:59:00,42982.8,43000.0,42979.8,42996.6,326.861,14053324.9349,4329,201.557,8666127.4832,BTCUSDT
2024-01-14 16:00:00,42996.6,43045.8,42996.2,43018.0,654.609,28158977.44608,8108,385.816,16597122.66658,BTCUSDT
2024-01-14 16:01:00,43018.1,43018.1,42978.5,42978.6,194.113,8345371.1647,2540,51.413,2210569.1238,BTCUSDT
2024-01-14 16:02:00,42978.5,42984.0,42952.8,42965.8,176.762,7595010.4613,2751,34.491,1482097.0805,BTCUSDT
2024-01-14 16:03:00,42965.9,42972.4,42950.0,42950.6,138.864,5965302.2636,2206,31.724,1362849.1305,BTCUSDT
2024-01-14 16:04:00,42950.6,43007.4,42949.3,42995.0,175.987,7563967.0998,2792,118.006,5071998.5325,BTCUSDT
2024-01-14 16:05:00,42995.1,43028.0,42995.1,43001.6,142.11,6112789.8928,2460,80.533,3464065.7457,BTCUSDT
2024-01-14 16:06:00,43001.6,43023.0,42989.1,43023.0,165.425,7113768.277,2241,78.48,3374733.493,BTCUSDT
2024-01-14 16:07:00,43022.9,43029.0,43006.0,43023.6,119.774,5152346.6094,2130,31.958,1374745.7908,BTCUSDT
2024-01-14 16:08:00,43023.6,43030.0,43019.9,43028.7,56.644,2437038.9437,1550,31.019,1334563.8783,BTCUSDT
2024-01-14 16:09:00,43028.7,43047.1,43028.7,43036.0,123.409,5311160.5808,2451,80.072,3446124.3316,BTCUSDT
2024-01-14 16:10:00,43035.9,43055.0,43025.2,43040.5,136.046,5855902.0147,2710,73.154,3148851.5204,BTCUSDT
